"chromosome","position","matched_gene_name"
"chr1",8215224,""
"chr1",8218869,""
"chr1",8224437,""
"chr1",8225126,""
"chr1",8229600,""
"chr1",8239049,""
"chr1",8242559,""
"chr1",8244547,""
"chr1",8280957,""
"chr1",8283587,""
"chr1",8296110,"LINC01128"
"chr1",8328511,"LINC01128"
"chr1",8330828,"LINC01128"
"chr1",8335500,"LINC01128"
"chr1",8339133,"LINC01128"
"chr1",8395652,"LINC01128"
"chr1",8409277,"LINC01128"
"chr1",8409729,"LINC01128"
"chr1",8416946,"LINC01128"
"chr1",8428505,"LINC01128"
"chr1",8447713,"LINC01128"
"chr1",8455212,"LINC01128"
"chr1",8494411,"LINC01128"
"chr1",8520901,"LINC01128"
"chr1",8520956,"LINC01128"
"chr1",8537946,"LINC01128"
"chr1",8569321,"LINC01128"
"chr1",8586259,"LINC01128"
"chr1",8588181,"LINC01128"
"chr1",8592095,"LINC01128"
"chr1",8611887,"RERE"
"chr1",8641229,"RERE"
"chr1",8655912,"RERE"
"chr1",8668128,"RERE"
"chr1",8699495,"RERE"
"chr1",8707252,"RERE"
"chr1",8714392,"RERE"
"chr1",8716660,"RERE"
"chr1",8728848,"RERE"
"chr1",8735492,"RERE"
"chr1",8744178,"RERE"
"chr1",8744384,"RERE"
"chr1",8750282,"RERE"
"chr1",8751709,"RERE"
"chr1",8756379,"RERE"
"chr1",8762305,"RERE"
"chr1",8771224,"RERE"
"chr1",8774647,"RERE"
"chr1",8785140,"RERE"
"chr1",8796544,"RERE"
"chr1",8808347,"RERE"
"chr1",8818750,"RERE"
"chr1",8818826,"RERE"
"chr1",8831066,"RERE"
"chr1",8841332,"RERE"
"chr1",8843872,"RERE"
"chr1",8850051,"PKN2-AS1"
"chr1",8856458,"PKN2-AS1"
"chr1",8857153,"PKN2-AS1"
"chr1",8858254,"PKN2-AS1"
"chr1",8860653,"PKN2-AS1"
"chr1",8866270,"PKN2-AS1"
"chr1",8891970,NA
"chr1",8900094,NA
"chr1",8912063,"GBP2"
"chr1",8915915,"GBP7"
"chr1",8918455,"GBP4"
"chr1",8931082,NA
"chr1",8933808,NA
"chr1",8934053,NA
"chr1",8939447,"CAPNS1P1"
"chr1",8940161,NA
"chr1",8940569,NA
"chr1",8940823,"GBP1P1"
"chr1",8942850,""
"chr1",8949347,""
"chr1",8949385,""
"chr1",8950346,""
"chr1",8957032,"CA6"
"chr1",8957145,"CA6"
"chr1",8961939,"CA6"
"chr1",8967332,"CA6"
"chr1",8967840,"CA6"
"chr1",8970905,"CA6"
"chr1",8974362,"CA6"
"chr1",8977214,""
"chr1",8982388,""
"chr1",8984503,""
"chr1",8988973,""
"chr1",8989813,""
"chr1",9000111,""
"chr1",9000730,""
"chr1",9001102,""
"chr1",9003179,""
"chr1",9003206,""
"chr1",9005363,""
"chr1",9006073,""
"chr1",9006636,""
"chr1",9007083,""
"chr1",9008327,""
"chr1",9012714,""
"chr1",9013742,""
"chr1",9016838,""
"chr1",9019306,""
"chr1",9020352,""
"chr1",9020907,""
"chr1",9035551,""
"chr1",9046137,""
"chr1",9047512,""
"chr1",9051567,""
"chr1",9056684,""
"chr1",9058537,""
"chr1",9061723,""
"chr1",9062139,""
"chr1",9062498,""
"chr1",9069808,""
"chr1",9078831,""
"chr1",9080019,""
"chr1",9080268,""
"chr1",9087797,""
"chr1",9091266,""
"chr1",9093111,""
"chr1",9099612,""
"chr1",9100518,""
"chr1",9105759,""
"chr1",9110819,""
"chr1",9125601,""
"chr1",9130195,""
"chr1",9145196,""
"chr1",9145273,""
"chr1",9150203,""
"chr1",9151244,""
"chr1",9158662,""
"chr1",9159324,""
"chr1",9164020,"MIR34AHG"
"chr1",9166525,"MIR34AHG"
"chr1",9174084,"MIR34AHG"
"chr1",9174304,"MIR34AHG"
"chr1",9178036,"MIR34AHG"
"chr1",9178494,"MIR34AHG"
"chr1",9185513,"MIR34AHG"
"chr1",9192649,"MIR34AHG"
"chr1",9207868,"LINC02593"
"chr1",9225662,"GLMN"
"chr1",9237812,"RPAP2"
"chr1",9240549,"H6PD"
"chr1",9244672,"H6PD"
"chr1",9249687,"H6PD"
"chr1",9255788,"H6PD"
"chr1",9258342,"H6PD"
"chr1",9261182,"H6PD"
"chr1",9263851,"H6PD"
"chr1",9269230,"H6PD"
"chr1",9277058,"SAMD11"
"chr1",9287219,"SAMD11"
"chr1",9289879,"SAMD11"
"chr1",9295838,"SAMD11"
"chr1",9315527,"SAMD11"
"chr1",9317805,"SAMD11"
"chr1",9321445,"SAMD11"
"chr1",9340809,"SAMD11"
"chr1",9346920,"SAMD11"
"chr1",9353587,"SAMD11"
"chr1",9359231,"SAMD11"
"chr1",9362816,"SAMD11"
"chr1",9371164,"SAMD11"
"chr1",9372331,"SAMD11"
"chr1",9372852,"SAMD11"
"chr1",9380981,"SAMD11"
"chr1",9387312,"SAMD11"
"chr1",9398734,"SAMD11"
"chr1",9409055,"SAMD11"
"chr1",9423329,"SAMD11"
"chr1",9435512,"SAMD11"
"chr1",9437466,"SAMD11"
"chr1",9439187,"SAMD11"
"chr1",9440581,"SAMD11"
"chr1",9442017,"SAMD11"
"chr1",9445762,"ABCD3"
"chr1",9446216,"ABCD3"
"chr1",9448896,"ABCD3"
"chr1",9450091,"ABCD3"
"chr1",9454787,"NOC2L"
"chr1",9465705,"NOC2L"
"chr1",9475244,"NOC2L"
"chr1",9482553,"NOC2L"
"chr1",9489269,"NOC2L"
"chr1",9507730,"NOC2L"
"chr1",9531440,"NOC2L"
"chr1",9540715,"NOC2L"
"chr1",9546983,"NOC2L"
"chr1",9567463,"NOC2L"
"chr1",9595737,"TMEM201"
"chr1",9633930,"KLHL17"
"chr1",9644867,"KLHL17"
"chr1",9648630,"KLHL17"
"chr1",9653442,"KLHL17"
"chr1",9674229,"PIK3CD"
"chr1",9707759,"PIK3CD"
"chr1",9711506,"PIK3CD"
"chr1",9728204,"PIK3CD"
"chr1",9735661,"PLEKHN1"
"chr1",9741283,"PLEKHN1"
"chr1",9744635,"PLEKHN1"
"chr1",9751377,"PLEKHN1"
"chr1",9762616,"DPYD"
"chr1",9804435,"CLSTN1"
"chr1",9827570,""
"chr1",9836943,NA
"chr1",9842070,NA
"chr1",9842842,NA
"chr1",9858125,"CTNNBIP1"
"chr1",9862187,"CTNNBIP1"
"chr1",9866866,"CTNNBIP1"
"chr1",9870902,"CTNNBIP1"
"chr1",9876983,"CTNNBIP1"
"chr1",9878107,"CTNNBIP1"
"chr1",9882060,"CTNNBIP1"
"chr1",9891230,"CTNNBIP1"
"chr1",9918600,"PLPPR5"
"chr1",9952956,"NMNAT1"
"chr1",9975951,"NMNAT1"
"chr1",9986402,"AGL"
"chr1",10033399,"ISG15"
"chr1",10065707,"ISG15"
"chr1",10105243,"ISG15"
"chr1",10105258,"ISG15"
"chr1",10132968,"ISG15"
"chr1",10135882,"ISG15"
"chr1",10140516,"ISG15"
"chr1",10144128,"ISG15"
"chr1",10149499,"UBE4B"
"chr1",10171405,"UBE4B"
"chr1",10173977,"UBE4B"
"chr1",10175888,"UBE4B"
"chr1",10175981,"UBE4B"
"chr1",10176344,"UBE4B"
"chr1",10179139,"UBE4B"
"chr1",10197109,"OLFM3"
"chr1",10200534,NA
"chr1",10205548,"AGRN"
"chr1",10222108,"AGRN"
"chr1",10226300,"AGRN"
"chr1",10236394,"AGRN"
"chr1",10236460,"AGRN"
"chr1",10248539,"AGRN"
"chr1",10248968,"AGRN"
"chr1",10281458,"AGRN"
"chr1",10306429,"AGRN"
"chr1",10310254,"AGRN"
"chr1",10311796,"AGRN"
"chr1",10313445,"AGRN"
"chr1",10315121,"AGRN"
"chr1",10325606,"AGRN"
"chr1",10338950,"AGRN"
"chr1",10363930,"AGRN"
"chr1",10371074,"AGRN"
"chr1",10382809,"AGRN"
"chr1",10391742,"AGRN"
"chr1",10407017,"AGRN"
"chr1",10425388,"AGRN"
"chr1",10430054,"AGRN"
"chr1",10439179,"AGRN"
"chr1",10451487,"AGRN"
"chr1",10464410,"AGRN"
"chr1",10472924,"AGRN"
"chr1",10492661,"AGRN"
"chr1",10501225,"AGRN"
"chr1",10506158,"AGRN"
"chr1",10506771,"AGRN"
"chr1",10507151,"AGRN"
"chr1",10511784,"AGRN"
"chr1",10521601,"AGRN"
"chr1",10525258,"AGRN"
"chr1",10536967,"AGRN"
"chr1",10537494,"AGRN"
"chr1",10547394,"AGRN"
"chr1",10549448,"AGRN"
"chr1",10550623,"AGRN"
"chr1",10553287,"AGRN"
"chr1",10553603,"AGRN"
"chr1",10557867,"AGRN"
"chr1",10578547,"PEX14"
"chr1",10583140,"PEX14"
"chr1",10590287,"PEX14"
"chr1",10593571,"PEX14"
"chr1",10596278,"PEX14"
"chr1",10596294,"PEX14"
"chr1",10624041,"PEX14"
"chr1",10630891,""
"chr1",10634068,""
"chr1",10640391,""
"chr1",10644631,""
"chr1",10649384,""
"chr1",10650198,""
"chr1",10654854,""
"chr1",10672321,""
"chr1",10679198,""
"chr1",10683890,""
"chr1",10697142,"CASZ1"
"chr1",10702375,"CASZ1"
"chr1",10705326,"CASZ1"
"chr1",10706409,"CASZ1"
"chr1",10707728,"CASZ1"
"chr1",10717203,"CASZ1"
"chr1",10726257,"CASZ1"
"chr1",10736809,"CASZ1"
"chr1",10741528,"CASZ1"
"chr1",10741932,"CASZ1"
"chr1",10747312,"CASZ1"
"chr1",10755364,"CASZ1"
"chr1",10780848,"CASZ1"
"chr1",10781964,"CASZ1"
"chr1",10789588,"CASZ1"
"chr1",10813325,NA
"chr1",10814465,"SLC25A24"
"chr1",10819668,"SLC25A24"
"chr1",10823543,"C1orf159"
"chr1",10827866,"C1orf159"
"chr1",10829969,"C1orf159"
"chr1",10841937,"C1orf159"
"chr1",10842616,"C1orf159"
"chr1",10845308,"C1orf159"
"chr1",10853090,"C1orf159"
"chr1",10860619,"C1orf159"
"chr1",10861846,"C1orf159"
"chr1",10862410,"C1orf159"
"chr1",10864216,"C1orf159"
"chr1",10869871,"C1orf159"
"chr1",10875366,"C1orf159"
"chr1",10880838,"C1orf159"
"chr1",10887523,"C1orf159"
"chr1",10914272,"C1orf159"
"chr1",10918005,"C1orf159"
"chr1",10918753,"C1orf159"
"chr1",10920487,"C1orf159"
"chr1",10923894,"C1orf159"
"chr1",10924505,"C1orf159"
"chr1",10926251,"C1orf159"
"chr1",10932047,"C1orf159"
"chr1",10933670,"C1orf159"
"chr1",10938452,"C1orf159"
"chr1",10939543,"C1orf159"
"chr1",10940219,"C1orf159"
"chr1",10950796,"C1orf159"
"chr1",10950945,"C1orf159"
"chr1",10956321,"C1orf159"
"chr1",10961963,"C1orf159"
"chr1",10964296,"C1orf159"
"chr1",10964338,"C1orf159"
"chr1",10964580,"C1orf159"
"chr1",10972770,"C1orf159"
"chr1",10977679,"C1orf159"
"chr1",10983428,"C1orf159"
"chr1",10986798,"C1orf159"
"chr1",10993044,"C1orf159"
"chr1",11051572,"C1orf159"
"chr1",11081045,"C1orf159"
"chr1",11106656,"C1orf159"
"chr1",11109619,"C1orf159"
"chr1",11111169,"C1orf159"
"chr1",11131865,"C1orf159"
"chr1",11154523,"C1orf159"
"chr1",11183776,"MTOR"
"chr1",11258926,"MTOR"
"chr1",11266731,"CAPZA1"
"chr1",11287435,"UBIAD1"
"chr1",11304863,"LRIG2-DT"
"chr1",11312581,"LRIG2"
"chr1",11317057,""
"chr1",11335226,NA
"chr1",11338308,NA
"chr1",11349412,"MAGI3"
"chr1",11357925,"MAGI3"
"chr1",11359811,"MAGI3"
"chr1",11387748,"LINC01342"
"chr1",11387793,"LINC01342"
"chr1",11392507,"LINC01342"
"chr1",11395970,"LINC01342"
"chr1",11401544,"LINC01342"
"chr1",11407297,"LINC01342"
"chr1",11413266,"LINC01342"
"chr1",11416484,"LINC01342"
"chr1",11417135,"LINC01342"
"chr1",11429621,"LINC01342"
"chr1",11430687,"LINC01342"
"chr1",11433775,"LINC01342"
"chr1",11436937,"LINC01342"
"chr1",11438242,"LINC01342"
"chr1",11439229,"LINC01342"
"chr1",11441374,"TRIM33"
"chr1",11448305,"TRIM33"
"chr1",11460596,"DENND2C"
"chr1",11465476,"DENND2C"
"chr1",11471861,"CSDE1"
"chr1",11477920,"SIKE1"
"chr1",11482900,"DISP3"
"chr1",11487007,"DISP3"
"chr1",11493325,"DISP3"
"chr1",11497913,"DISP3"
"chr1",11515203,"DISP3"
"chr1",11517774,"DISP3"
"chr1",11518916,"DISP3"
"chr1",11524107,"DISP3"
"chr1",11528174,"DISP3"
"chr1",11529854,"DISP3"
"chr1",11535274,"DISP3"
"chr1",11541062,NA
"chr1",11554211,NA
"chr1",11558535,NA
"chr1",11559097,NA
"chr1",11562922,NA
"chr1",11566801,"VANGL1"
"chr1",11585541,NA
"chr1",11629606,""
"chr1",11650504,"FBXO2"
"chr1",11657243,"FBXO44"
"chr1",11661636,"FBXO44"
"chr1",11662631,"FBXO44"
"chr1",11676353,"MAD2L2"
"chr1",11676543,"MAD2L2"
"chr1",11703620,"DRAXIN"
"chr1",11712283,"DRAXIN"
"chr1",11714899,"DRAXIN"
"chr1",11723427,"DRAXIN"
"chr1",11752070,"TTLL10-AS1"
"chr1",11754574,"TTLL10-AS1"
"chr1",11765487,"TTLL10-AS1"
"chr1",11777242,"TTLL10-AS1"
"chr1",11787379,"TTLL10-AS1"
"chr1",11790870,"TTLL10-AS1"
"chr1",11792243,"TTLL10-AS1"
"chr1",11796321,"TTLL10"
"chr1",11797654,"TTLL10"
"chr1",11802157,"TTLL10"
"chr1",11802721,"TTLL10"
"chr1",11816605,"TTLL10"
"chr1",11824090,"TTLL10"
"chr1",11827246,"TTLL10"
"chr1",11832593,"TTLL10"
"chr1",11840781,"TTLL10"
"chr1",11844019,"TTLL10"
"chr1",11846011,"TTLL10"
"chr1",11847591,"TTLL10"
"chr1",11849457,"TTLL10"
"chr1",11857283,"TTLL10"
"chr1",11863970,"TTLL10"
"chr1",11865243,"TTLL10"
"chr1",11866999,"TTLL10"
"chr1",11868773,"TTLL10"
"chr1",11868838,"TTLL10"
"chr1",11874871,"TTLL10"
"chr1",11876267,"TTLL10"
"chr1",11876457,"TTLL10"
"chr1",11909691,"TTLL10"
"chr1",11919174,"TTLL10"
"chr1",11920855,"TTLL10"
"chr1",11935119,"TTLL10"
"chr1",11940613,"TTLL10"
"chr1",11946745,"TTLL10"
"chr1",11958233,"TTLL10"
"chr1",11978534,"TTLL10"
"chr1",12022824,"DDX11L2"
"chr1",12029788,"DDX11L2"
"chr1",12029944,"DDX11L2"
"chr1",12044991,"DDX11L2"
"chr1",12045275,"DDX11L2"
"chr1",12052663,"DDX11L2"
"chr1",12055634,"DDX11L2"
"chr1",12068441,"DDX11L2"
"chr1",12069994,"DDX11L2"
"chr1",12075469,"DDX11L2"
"chr1",12087696,"DDX11L2"
"chr1",12097231,"DDX11L2"
"chr1",12098510,"DDX11L2"
"chr1",12104033,"DDX11L2"
"chr1",12104080,"DDX11L2"
"chr1",12104380,"DDX11L2"
"chr1",12106798,"DDX11L2"
"chr1",12108466,"DDX11L2"
"chr1",12110917,"DDX11L2"
"chr1",12124366,"DDX11L2"
"chr1",12134688,"DDX11L2"
"chr1",12146595,"DDX11L2"
"chr1",12146698,"DDX11L2"
"chr1",12149151,"DDX11L2"
"chr1",12153108,"DDX11L2"
"chr1",12157795,"DDX11L2"
"chr1",12164182,"DDX11L2"
"chr1",12172749,"DDX11L2"
"chr1",12174828,"DDX11L2"
"chr1",12180619,"DDX11L2"
"chr1",12182401,"DDX11L2"
"chr1",12190831,"DDX11L2"
"chr1",12190922,"DDX11L2"
"chr1",12191751,"DDX11L2"
"chr1",12192898,"DDX11L2"
"chr1",12198174,"DDX11L2"
"chr1",12201915,"DDX11L2"
"chr1",12208442,"DDX11L2"
"chr1",12217910,"DDX11L2"
"chr1",12236175,"DDX11L2"
"chr1",12245229,"DDX11L2"
"chr1",12246557,"DDX11L2"
"chr1",12256527,"DDX11L2"
"chr1",12259937,"DDX11L2"
"chr1",12269238,"DDX11L2"
"chr1",12282542,"DDX11L2"
"chr1",12313691,"DDX11L2"
"chr1",12322574,"DDX11L2"
"chr1",12331896,"DDX11L2"
"chr1",12350630,"DDX11L2"
"chr1",12360244,"DDX11L2"
"chr1",12442371,"DDX11L2"
"chr1",12446904,"DDX11L2"
"chr1",12448887,"DDX11L2"
"chr1",12455535,"DDX11L2"
"chr1",12460974,"DDX11L2"
"chr1",12464597,"DDX11L2"
"chr1",12473413,"DDX11L2"
"chr1",12480708,"DDX11L2"
"chr1",12505093,"DDX11L2"
"chr1",12512102,"DDX11L2"
"chr1",12517157,"DDX11L2"
"chr1",12532242,"DDX11L2"
"chr1",12533522,"DDX11L2"
"chr1",12538404,"DDX11L2"
"chr1",12540370,"DDX11L2"
"chr1",12544985,"DDX11L2"
"chr1",12548144,"DDX11L2"
"chr1",12551822,"DDX11L2"
"chr1",12559066,"DDX11L2"
"chr1",12560515,"DDX11L2"
"chr1",12565072,"DDX11L2"
"chr1",12568442,"DDX11L2"
"chr1",12578936,"DDX11L2"
"chr1",12580099,"DDX11L2"
"chr1",12581460,"DDX11L2"
"chr1",12581730,"DDX11L2"
"chr1",12582215,"DDX11L2"
"chr1",12590063,"DDX11L2"
"chr1",12611224,"DDX11L2"
"chr1",12614266,"DDX11L2"
"chr1",12616201,"DDX11L2"
"chr1",12618735,"DDX11L2"
"chr1",12620174,"DDX11L2"
"chr1",12624318,"DDX11L2"
"chr1",12624831,"DDX11L2"
"chr1",12629686,"DDX11L2"
"chr1",12633119,"DDX11L2"
"chr1",12659200,"DDX11L2"
"chr1",12663173,"DDX11L2"
"chr1",12663442,"DDX11L2"
"chr1",12664920,"DDX11L2"
"chr1",12665932,"DDX11L2"
"chr1",12671561,"DDX11L2"
"chr1",12676931,"DDX11L2"
"chr1",12681229,"DDX11L2"
"chr1",12683150,"DDX11L2"
"chr1",12694547,"DDX11L2"
"chr1",12703779,"DDX11L2"
"chr1",12714996,"DDX11L2"
"chr1",12715848,"DDX11L2"
"chr1",12716215,"DDX11L2"
"chr1",12717928,"DDX11L2"
"chr1",12719616,"DDX11L2"
"chr1",12725527,"DDX11L2"
"chr1",12725693,"DDX11L2"
"chr1",12727665,"DDX11L2"
"chr1",12728146,"DDX11L2"
"chr1",12746248,"DDX11L2"
"chr1",12748643,"DDX11L2"
"chr1",12750620,"DDX11L2"
"chr1",12756366,"DDX11L2"
"chr1",12760937,"DDX11L2"
"chr1",12764075,"DDX11L2"
"chr1",12768347,"DDX11L2"
"chr1",12769068,"DDX11L2"
"chr1",12774110,"DDX11L2"
"chr1",12775725,"DDX11L2"
"chr1",12805784,"DDX11L2"
"chr1",12806454,"DDX11L2"
"chr1",12808101,"DDX11L2"
"chr1",12811188,"DDX11L2"
"chr1",12854043,"DDX11L2"
"chr1",13448559,"DDX11L2"
"chr1",13448655,"DDX11L2"
"chr1",13449363,"DDX11L2"
"chr1",13455730,"DDX11L2"
"chr1",13456887,"DDX11L2"
"chr1",13458594,"DDX11L2"
"chr1",13460154,"DDX11L2"
"chr1",13463082,"DDX11L2"
"chr1",13466739,"DDX11L2"
"chr1",13466924,"DDX11L2"
"chr1",13472989,"DDX11L2"
"chr1",13473667,"DDX11L2"
"chr1",13475857,"DDX11L2"
"chr1",13475969,"DDX11L2"
"chr1",13477346,"DDX11L2"
"chr1",13479238,"DDX11L2"
"chr1",13479571,"DDX11L2"
"chr1",13487649,"DDX11L2"
"chr1",13489669,"DDX11L2"
"chr1",13489777,"DDX11L2"
"chr1",13490898,"DDX11L2"
"chr1",13492166,"DDX11L2"
"chr1",13492809,"DDX11L2"
"chr1",13495945,"DDX11L2"
"chr1",13500935,"DDX11L2"
"chr1",13500989,"DDX11L2"
"chr1",13504122,"DDX11L2"
"chr1",13504359,"DDX11L2"
"chr1",13515339,"DDX11L2"
"chr1",13518270,"DDX11L2"
"chr1",13525737,"DDX11L2"
"chr1",13526146,"DDX11L2"
"chr1",13526460,"DDX11L2"
"chr1",13533075,"DDX11L2"
"chr1",13536812,"DDX11L2"
"chr1",13539632,"DDX11L2"
"chr1",13544471,"DDX11L2"
"chr1",13548358,"DDX11L2"
"chr1",13554027,"DDX11L2"
"chr1",13555851,"DDX11L2"
"chr1",13557135,"DDX11L2"
"chr1",13558708,"DDX11L2"
"chr1",13577220,"DDX11L2"
"chr1",13578723,"DDX11L2"
"chr1",13580059,"DDX11L2"
"chr1",13581294,"DDX11L2"
"chr1",13582195,"DDX11L2"
"chr1",13583657,"DDX11L2"
"chr1",13584898,"DDX11L2"
"chr1",13586685,"DDX11L2"
"chr1",13587735,"DDX11L2"
"chr1",13588414,"DDX11L2"
"chr1",13590502,"DDX11L2"
"chr1",13590916,"DDX11L2"
"chr1",13592333,"DDX11L2"
"chr1",13593285,"DDX11L2"
"chr1",13593698,"DDX11L2"
"chr1",13596304,"DDX11L2"
"chr1",13597449,"DDX11L2"
"chr1",13598368,"DDX11L2"
"chr1",13608646,"DDX11L2"
"chr1",13609172,"DDX11L2"
"chr1",13612293,"DDX11L2"
"chr1",13618073,"DDX11L2"
"chr1",13621410,"DDX11L2"
"chr1",13626369,"DDX11L2"
"chr1",13628231,"DDX11L2"
"chr1",13629989,"DDX11L2"
"chr1",13630236,"DDX11L2"
"chr1",13644865,"DDX11L2"
"chr1",13662732,"DDX11L2"
"chr1",13665574,"DDX11L2"
"chr1",13693697,"DDX11L2"
"chr1",13693910,"DDX11L2"
"chr1",13729214,"DDX11L2"
"chr1",13740713,"DDX11L2"
"chr1",13754253,"DDX11L2"
"chr1",13760619,"DDX11L2"
"chr1",13769925,"DDX11L2"
"chr1",13770028,"DDX11L2"
"chr1",13770587,"DDX11L2"
"chr1",13782619,"DDX11L2"
"chr1",13790733,"DDX11L2"
"chr1",13795397,"DDX11L2"
"chr1",13797603,"DDX11L2"
"chr1",13797615,"DDX11L2"
"chr1",13804133,"DDX11L2"
"chr1",13818199,"DDX11L2"
"chr1",13828560,"DDX11L2"
"chr1",13830156,"DDX11L2"
"chr1",13833717,"DDX11L2"
"chr1",13861558,"DDX11L2"
"chr1",13866455,"DDX11L2"
"chr1",13871220,"DDX11L2"
"chr1",13871612,"DDX11L2"
"chr1",13882076,"DDX11L2"
"chr1",13882841,"DDX11L2"
"chr1",13887468,"DDX11L2"
"chr1",13889655,"DDX11L2"
"chr1",13891943,"DDX11L2"
"chr1",13898504,"DDX11L2"
"chr1",13901995,"DDX11L2"
"chr1",13908449,"DDX11L2"
"chr1",13913615,"DDX11L2"
"chr1",13913855,"DDX11L2"
"chr1",13916277,"DDX11L2"
"chr1",13919242,"DDX11L2"
"chr1",13924179,"DDX11L2"
"chr1",13925593,"DDX11L2"
"chr1",13925877,"DDX11L2"
"chr1",13926082,"DDX11L2"
"chr1",13927071,"DDX11L2"
"chr1",13929352,"DDX11L2"
"chr1",13929751,"DDX11L2"
"chr1",13930369,"DDX11L2"
"chr1",13943218,"DDX11L2"
"chr1",13945574,"DDX11L2"
"chr1",13949268,"DDX11L2"
"chr1",13953018,"DDX11L2"
"chr1",13954956,"DDX11L2"
"chr1",13956949,"DDX11L2"
"chr1",13957965,"DDX11L2"
"chr1",13959969,"DDX11L2"
"chr1",13961624,"DDX11L2"
"chr1",13962043,"DDX11L2"
"chr1",13964352,"DDX11L2"
"chr1",13965350,"DDX11L2"
"chr1",13965415,"DDX11L2"
"chr1",13970615,"DDX11L2"
"chr1",13971519,"DDX11L2"
"chr1",13973597,"DDX11L2"
"chr1",13976665,"DDX11L2"
"chr1",13977673,"DDX11L2"
"chr1",13984879,"DDX11L2"
"chr1",13986985,"DDX11L2"
"chr1",13987875,"DDX11L2"
"chr1",13992076,"DDX11L2"
"chr1",13994007,"DDX11L2"
"chr1",13995624,"DDX11L2"
"chr1",14000448,"DDX11L2"
"chr1",14008263,"DDX11L2"
"chr1",14012312,"DDX11L2"
"chr1",14019824,"DDX11L2"
"chr1",14026468,"DDX11L2"
"chr1",14033285,"DDX11L2"
"chr1",14039298,"DDX11L2"
"chr1",14041794,"DDX11L2"
"chr1",14044642,"DDX11L2"
"chr1",14044680,"DDX11L2"
"chr1",14045668,"DDX11L2"
"chr1",14050304,"DDX11L2"
"chr1",14058640,"DDX11L2"
"chr1",14060468,"DDX11L2"
"chr1",14060639,"DDX11L2"
"chr1",14068222,"DDX11L2"
"chr1",14071308,"DDX11L2"
"chr1",14081307,"DDX11L2"
"chr1",14081520,"DDX11L2"
"chr1",14083190,"DDX11L2"
"chr1",14091691,"DDX11L2"
"chr1",14112547,"DDX11L2"
"chr1",14113405,"DDX11L2"
"chr1",14113646,"DDX11L2"
"chr1",14114381,"DDX11L2"
"chr1",14115243,"DDX11L2"
"chr1",14117930,"DDX11L2"
"chr1",14118301,"DDX11L2"
"chr1",14122076,"DDX11L2"
"chr1",14139590,"DDX11L2"
"chr1",14143491,"DDX11L2"
"chr1",14147310,"DDX11L2"
"chr1",14147431,"DDX11L2"
"chr1",14151449,"DDX11L2"
"chr1",14160789,"DDX11L2"
"chr1",14164002,"DDX11L2"
"chr1",14168508,"DDX11L2"
"chr1",14168667,"DDX11L2"
"chr1",14169742,"DDX11L2"
"chr1",14170224,"DDX11L2"
"chr1",14170292,"DDX11L2"
"chr1",14174388,"DDX11L2"
"chr1",14180562,"DDX11L2"
"chr1",14181244,"DDX11L2"
"chr1",14181308,"DDX11L2"
"chr1",14182781,"DDX11L2"
"chr1",14183669,"DDX11L2"
"chr1",14184854,"DDX11L2"
"chr1",14187114,"DDX11L2"
"chr1",14189430,"DDX11L2"
"chr1",14192496,"DDX11L2"
"chr1",14203640,"DDX11L2"
"chr1",14217585,"DDX11L2"
"chr1",14227167,"DDX11L2"
"chr1",14241196,"DDX11L2"
"chr1",14248589,"DDX11L2"
"chr1",14248761,"DDX11L2"
"chr1",14249497,"DDX11L2"
"chr1",14257130,"DDX11L2"
"chr1",14259153,"DDX11L2"
"chr1",14271560,"DDX11L2"
"chr1",14276703,"DDX11L2"
"chr1",14296275,"DDX11L2"
"chr1",14303109,"DDX11L2"
"chr1",14309357,"DDX11L2"
"chr1",14312117,"DDX11L2"
"chr1",14320985,"DDX11L2"
"chr1",14323381,"DDX11L2"
"chr1",14324184,"DDX11L2"
"chr1",14326287,"DDX11L2"
"chr1",14330605,"DDX11L2"
"chr1",14334799,"DDX11L2"
"chr1",14337131,"DDX11L2"
"chr1",14339647,"DDX11L2"
"chr1",14345846,"DDX11L2"
"chr1",14345984,"DDX11L2"
"chr1",14346276,"DDX11L2"
"chr1",14346302,"DDX11L2"
"chr1",14346530,"DDX11L2"
"chr1",14350414,"DDX11L2"
"chr1",14351234,"DDX11L2"
"chr1",14353106,"DDX11L2"
"chr1",14362212,"DDX11L2"
"chr1",14373990,"DDX11L2"
"chr1",14374333,"DDX11L2"
"chr1",14376071,"DDX11L2"
"chr1",14377358,"DDX11L2"
"chr1",14393351,"DDX11L2"
"chr1",14399553,"DDX11L2"
"chr1",14399900,"DDX11L2"
"chr1",14399989,"DDX11L2"
"chr1",14405523,"DDX11L2"
"chr1",14417476,"KAZN"
"chr1",14418095,"KAZN"
"chr1",14418385,"KAZN"
"chr1",14419076,"KAZN"
"chr1",14424980,"KAZN"
"chr1",14434869,"KAZN"
"chr1",14444794,"KAZN"
"chr1",14444902,"KAZN"
"chr1",14447160,"KAZN"
"chr1",14463039,"KAZN"
"chr1",14464346,"KAZN"
"chr1",14474657,"KAZN"
"chr1",14478158,"KAZN"
"chr1",14478378,"KAZN"
"chr1",14482260,"KAZN"
"chr1",14485285,"KAZN"
"chr1",14495114,"KAZN"
"chr1",14497141,"KAZN"
"chr1",14504370,"KAZN"
"chr1",14504488,"KAZN"
"chr1",14518963,"KAZN"
